FullGeoName,Pathogen Target,State/Territory,Counties Served,Location,Population Served,Source,Detection Category,Detection Count,Sample Count,Time Period,Table Time Period,Week End,Date Updated
,Measles virus,Oregon,Jackson,Id:1729,"21,105",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Oregon,Marion,Id:1742,"10,520",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Oregon,"Clackamas, Washington",Id:1719,"26,597",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Oregon,Klamath,Id:1732,"20,858",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Oregon,Marion,Id:1743,"10,840",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Oregon,Tillamook,Id:2243,"27,748",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Oregon,Deschutes,Id:2521,"92,850",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Oregon,Wasco,Id:1751,"15,276",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Oregon,"Multnomah, Washington",Id:1744,"662,235",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Oregon,"Hood River, Umatilla",Id:1747,"18,775",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Oregon,Josephine,Id:1731,"37,725",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Oregon,Yamhill,Id:1757,"34,615",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Oregon,Polk,Id:1746,"16,555",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Oregon,Lane,Id:1734,"235,155",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Oregon,Clackamas,Id:1717,"14,206",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Oregon,"Multnomah, Clackamas, Washington",Id:1745,"40,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Oregon,Douglas,Id:1726,"30,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Oregon,Lane,Id:1733,"8,925",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Oregon,Marion,Id:1741,"229,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,Franklin,Id:1779,"67,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,Erie,Id:2680,"4,295",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,Cumberland,Id:1774,"25,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,Montgomery,Id:1791,"30,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,Delaware,Id:1776,"6,800",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,Mercer,Id:1787,"16,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,Monroe,Id:1789,"4,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,Montgomery,Id:1790,"13,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,Lancaster,Id:2664,"125,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,Chester,Id:1773,"10,500",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,Allegheny,Id:1761,"7,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,Lackawanna,Id:1781,"15,700",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,Mckean,Id:1785,"14,194",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,Allegheny,Id:1760,"900,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,Delaware,Id:1777,"220,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,Allegheny,Id:1765,"43,482",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,"Mercer, Trumbull",Id:1786,"19,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,"Northampton, Bucks",Id:1767,"55,000",CDC_Verily,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,Chester,Id:1772,"13,500",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,Monroe,Id:1788,"25,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,Indiana,Id:1780,"28,809",State_Territory,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,"Butler, Allegheny",Id:1768,"45,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,Dauphin,Id:1775,"125,000","State_Territory, WastewaterSCAN",No Detection,0,5,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,Luzerne,Id:2569,"172,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,Montgomery,Id:2631,"17,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,Montgomery,Id:1792,"13,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,Lehigh,Id:1784,"200,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Pennsylvania,York,Id:1803,"85,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Rhode Island,Bristol,Id:1805,"11,500",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Rhode Island,Bristol,Id:1804,"21,100",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Rhode Island,"Worcester, Providence, Norfolk",Id:2339,"43,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Rhode Island,Washington,Id:2232,"5,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Rhode Island,Kent,Id:1807,"30,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,South Carolina,"Berkeley, Dorchester, Charleston",Id:2248,"140,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,South Carolina,Horry,Id:2286,"38,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,South Carolina,Richland,Id:1825,"60,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,South Carolina,"Greenville, Spartanburg",Id:2632,"30,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,South Carolina,Georgetown,Id:1816,"12,000",CDC_Verily,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,South Carolina,Anderson,Id:2585,"22,410",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,South Carolina,York,Id:1828,"88,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,South Carolina,Lancaster,Id:2206,"10,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,South Carolina,Spartanburg,Id:2595,"25,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,South Carolina,Greenwood,Id:1820,"48,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,South Carolina,Pickens,Id:2583,"9,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,South Carolina,Orangeburg,Id:2592,"11,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,South Carolina,Greenwood,Id:1819,"12,000",CDC_Verily,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,South Carolina,Anderson,Id:2584,"30,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,South Carolina,Georgetown,Id:1817,"30,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,South Dakota,Beadle,Id:1829,"14,000",CDC_Verily,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,South Dakota,"Lincoln, Minnehaha",Id:1830,"219,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,South Dakota,Yankton,Id:1832,"20,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Tennessee,Shelby,Id:1838,"400,000",WastewaterSCAN,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Tennessee,"Catoosa, Walker, Dade, Hamilton",Id:1837,"400,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Dallas,Id:1849,"1,000,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Travis,Id:2635,"596,153",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Hardin,Id:2275,"34,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Wichita,Id:1922,"90,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Hays,Id:2445,"80,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Webb,Id:1921,"140,000","CDC_Verily, WastewaterSCAN",No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Montgomery,Id:1908,"65,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Webb,Id:1919,"120,000","CDC_Verily, WastewaterSCAN",No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Henderson,Id:2325,"13,503",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Taylor,Id:2281,"125,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Mclennan,Id:1906,"203,344",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Anderson,Id:2274,"19,372",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Cooke,Id:1847,"17,300",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Harris,Id:1905,"8,610",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Harris,Id:1897,"97,918",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,"Fort Bend, Harris",Id:1898,"20,920",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Galveston,Id:1867,"115,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Harris,Id:1871,"70,900",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Denton,Id:2686,"76,500",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Dallas,Id:2608,"3,000,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,"Kaufman, Collin, Dallas",Id:1859,"370,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Dallas,Id:1855,"270,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Brazos,Id:2386,"58,250",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Harris,Id:1881,"124,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Harris,Id:1894,"293,227",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Montgomery,Id:1909,"70,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Galveston,Id:1866,"15,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Hays,Id:2276,"18,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Hidalgo,Id:2410,"16,782",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Tarrant,Id:1913,"1,000,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Galveston,Id:1868,"115,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,"Randall, Potter",Id:1912,"60,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Dallas,Id:1858,"2,600,000","CDC_Verily, WastewaterSCAN",No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Webb,Id:1917,"30,000",CDC_Verily,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Harris,Id:1869,"551,150",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Denton,Id:1860,"166,774",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Dallas,Id:1848,"200,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Andrews,Id:1843,"13,502",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Harris,Id:1870,"117,968",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,"Randall, Potter",Id:1911,"140,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,"Kaufman, Dallas",Id:1857,"186,000","CDC_Verily, WastewaterSCAN",No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Dallas,Id:1856,"630,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Denton,Id:2685,"105,527",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Travis,Id:2629,"158,974",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Texas,Jefferson,Id:2278,"112,193",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Utah,Salt Lake,Id:1935,"515,494","State_Territory, WastewaterSCAN",No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Utah,Utah,Id:1950,"102,624","State_Territory, WastewaterSCAN",No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Vermont,Chittenden,Id:1965,"30,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Vermont,Washington,Id:1975,"10,100",WastewaterSCAN,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Vermont,Windsor,Id:1976,"6,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Vermont,Chittenden,Id:1967,"25,000",CDC_Verily,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Vermont,Addison,Id:2350,"9,000",CDC_Verily,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Vermont,Chittenden,Id:1966,"16,000",WastewaterSCAN,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,"Virginia Beach City, Norfolk City, Portsmouth City, Chesapeake City",Id:2022,"192,347",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,"Prince William, Fairfax, Fauquier, Loudoun, Fairfax City, Manassas City, Manassas Park City",Id:1985,"350,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,"Hampton City, Newport News City, York, James City",Id:2021,"141,543",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,"Martinsville City, Henry",Id:1993,"63,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,"Newport News City, York, New Kent, Williamsburg City, James City",Id:1994,"69,059",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Virginia,"Harrisonburg City, Rockingham",Id:2003,"81,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
